Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Log Work,Log Work,Log Work,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Documents),Inward issue link (Documents),Inward issue link (Documents),Inward issue link (Documents),Inward issue link (Documents),Inward issue link (Documents),Inward issue link (Documents),Inward issue link (Documents),Inward issue link (Documents),Inward issue link (Documents),Inward issue link (Documents),Inward issue link (Documents),Inward issue link (Documents),Outward issue link (Documents),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Gantt End to Start),Inward issue link (Implements),Outward issue link (Implements),Outward issue link (Implements),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Inward issue link (Tests),Inward issue link (Tests),Outward issue link (Tests),Outward issue link (Tests),Outward issue link (Tests),Outward issue link (Tests),Outward issue link (Tests),Outward issue link (Tests),Outward issue link (Tests),Outward issue link (Tests),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Acceptance Criteria),Custom field (Actual end),Custom field (Actual start),Custom field (Additional Environment Details),Custom field (Affected hardware),Custom field (Affected services),Custom field (Approvals),Custom field (Backout plan),Custom field (Baseline start date),Custom field (Business Value),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Contact Person),Custom field (Cost Estimation),Custom field (Cost over 2 years),Custom field (Customer Due Date),Custom field (Customer Release Notes),Custom field (Definition Level),Custom field (Development),Custom field (Dynamics Weblink),Custom field (End date),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (ErgebnisdesZyklus),Custom field (Estimate(Size)),Custom field (Expected Loss),Custom field (Expected Turnover 2 years),Custom field (Expected Turnover Project),Custom field (First Reported),Custom field (Focus Areas),Custom field (Goals),Custom field (Hardware),Custom field (Hardware Details),Custom field (ICG Details),Custom field (IGEL OS Details),Custom field (IGEL OS Version),Custom field (ISUS-DB-ID),Custom field (ISUS-ID),Custom field (Impact),Custom field (Implementation plan),Custom field (Issue Template),Custom field (Issue color),Custom field (Lauf Status),Custom field (Locked forms),Custom field (Log Details),Custom field (Major incident),Custom field (Open forms),Custom field (PM Initiator),Custom field (PMM Info),Custom field (PO Review),Custom field (Pending reason),Custom field (Planned end),Custom field (Planned start),Custom field (Preconditions),Custom field (Product (LX)),Custom field (Product (LX)),Custom field (Product (LX)),Custom field (Product (LX)),Custom field (Product (LX)),Custom field (Product (LX)),Custom field (Product (LX)),Custom field (Product (LX)),Custom field (Project Workflow ID),Custom field (Project overview key),Custom field (Project overview status),Custom field (QA Prio),Custom field (QA Test Advise),Custom field (Rank),Custom field (Related Cases),Custom field (Release Notes Checked),Custom field (Request Type),Custom field (Request Type),Custom field (Request participants),Custom field (Responders),Custom field (Reviewer),Custom field (Run Attributes),Custom field (Run Status),Satisfaction rating,Custom field (Security Requirements),Custom field (Sentiment),Custom field (ServiceNow Assignee),Custom field (ServiceNow ID),Custom field (ServiceNow Link),Custom field (ServiceNow Priority),Custom field (ServiceNow State),Custom field (Session Details),Custom field (Severity),Custom field (Specification),Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Start date),Custom field (Steps to reproduce),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Symptom),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Techdoc Info),Custom field (Test plan),Custom field (TestLink Path),Custom field (Tester),Custom field (TesterdesZyklus),Custom field (TestlinkID),Custom field (Total forms),Custom field (Troubleshooting Details),Custom field (UMS Details),Custom field (UMS Version),Custom field (Urgency),Custom field (VDI OS),Custom field (Vulnerability),Custom field (Workaround),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Custom field (isus_queue),Custom field (resultsOfCycle),Custom field (testersOfCycle),Custom field (urgencyOfRun),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Status Category,Status Category Changed
QA | Test Case | OS12 IADR ,QCAPPS-567,153671,Test Case,Closed,QCAPPS,Apps Testing,software,Volker Finger,712020:391f9e97-2260-49b8-8337-8824d0196357,,,Minor,,,,Ken Bunge,712020:cf1b4d06-95e7-4796-aaba-7b4643d817a2,Ken Bunge,712020:cf1b4d06-95e7-4796-aaba-7b4643d817a2,09/Dec/24 9:19 AM,04/Mar/26 1:57 PM,,,,0,,,,,Testplan for IADR USB App,"RDP: qa-IADR-rdp.qa.test

Horizon: qa-horizon-cs.qa.test Desktop: IADR Win10

CWA: [https://qa-2203.qa.test|https://qa-2203.qa.test] Desktop: IADR - Win10

AVD: [igelqa.onmicrosoft.com|http://igelqa.onmicrosoft.com] Desktop: IADR Windows 10

CPC: [fl1@virtualbrat.com|mailto:fl1@virtualbrat.com]     IGELRockz2024!   Desktop: CloudPC_Sweden_Frontline - Frontline One",Ken Bunge,,,,712020:cf1b4d06-95e7-4796-aaba-7b4643d817a2,,,,,,,,0,,,,0,,,,,,,,,,QCAPPS-222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@43260d0b,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,Nicht getestet,,,,,,,,,,,"Install IADR Plugins and IADR USB,Scanner, Webcam and Serialport",,,,,,,,,,,,,,1|i01zmf:,,,,,,,,,Not Tested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicht getestet,,,,,,,,,,,,,,,,Done,04/Mar/26 1:57 PM
OS12 | Bios-Tools for HP mt mobile thin clients and also stationary clients with HP BIOS (e.g. t660),QCAPPS-564,153550,Test Case,Open,QCAPPS,Apps Testing,software,Volker Finger,712020:391f9e97-2260-49b8-8337-8824d0196357,,,Minor,,,,Ken Bunge,712020:cf1b4d06-95e7-4796-aaba-7b4643d817a2,Ken Bunge,712020:cf1b4d06-95e7-4796-aaba-7b4643d817a2,04/Dec/24 10:06 AM,18/Mar/25 11:52 AM,,,,0,,,,,"h3. Test BIOS Tools for HP mt mobile thin clients and stationary thin clients with HP BIOS e.g. t660  (in addition to the HP stationary thin clients (lnxbcu  for AMI BIOS))

-Ressources needed for the test: password-files with minimum of 8 characters 

-supported test device: mt645 G7 / mt645 G8 / mt440 G3 (Mobile Clients)   // t660 (stationary client) 

-There are test resources available from Geronimo. Basically only the files password_testnew.bin / password_testold.bin are needed
-Each test requires applying *one* profile and running a generic job for each profile applied. (profiles attached)

-The content of the file can be viewed with:   cat test_settings
-to create new/other settings files use Editor vscode, which can handle this special format. Start with getting the complete settings of a device and remove settings which you don't need. The star '*' in front of the specific setting makes it active as soon as these setting is set on the device

-Passwords: testold   /   testnew    (see filename)
{color:#ff5630}*!!!! IMPORTANT: Set the Parameter ‘Password Minimum Length’ to 7, otherwise error 136 will be thrown (default for minimum length is 8 )*{color}

{color:#ff5630}*OR better use the attached password-files with 10 characters length!*{color}

BIOS Update:

* make sure the version of the update bin-file is higher than the currently installed BIOS version (this tool cannot downgrade. there is a windows-version of this tool, which is able to also downgrade)
* BIOS update can be postponed (Click on later). After the reboot the BIOS update will take place with no possibility to stop it.
* *a RESET BIOS settings is not supported by this tool (the tool for HP stationary client supports this function, so a different testplan is needed)*",,Ken Bunge,,,,712020:cf1b4d06-95e7-4796-aaba-7b4643d817a2,,,,,,,,,,,,,,,,,,,,,,QCL-4356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04/Dec/24 10:06 AM;bunge;bios_lnxbcu_test.zip;https://igel-jira.atlassian.net/rest/api/3/attachment/content/125260,04/Dec/24 2:11 PM;christl;password_testnew123.bin;https://igel-jira.atlassian.net/rest/api/3/attachment/content/125300,04/Dec/24 2:11 PM;christl;password_testold123.bin;https://igel-jira.atlassian.net/rest/api/3/attachment/content/125299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@264f16e3,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,Nicht getestet,,,,,,,,,,,,,,,,,,,,,,,,,1|i01yyn:,,,,,,,,,Not Tested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicht getestet,,,,,,,,,,,,,,,,To Do,10/Mar/25 10:17 AM
OLD CPC,QCAPPS-561,153517,Test Case,Closed,QCAPPS,Apps Testing,software,Volker Finger,712020:391f9e97-2260-49b8-8337-8824d0196357,,,Minor,,,,Ken Bunge,712020:cf1b4d06-95e7-4796-aaba-7b4643d817a2,Ken Bunge,712020:cf1b4d06-95e7-4796-aaba-7b4643d817a2,03/Dec/24 9:45 AM,28/Oct/25 2:02 PM,,,,0,,,,,,,Ken Bunge,,,,712020:cf1b4d06-95e7-4796-aaba-7b4643d817a2,,,,,,,,0,,,,0,,,,QCAPPS-951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@9d6624,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,Fehlerhaft,,,,,,,,,,,,,,,,,,,,,,,,,1|i01yrz:,,,,,,,,,Not Tested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicht getestet,,,,,,,,,,,,,,,,Done,28/Oct/25 2:02 PM
QA | Test Case | RDP cache username,QCAPPS-559,153393,Test Case,Closed,QCAPPS,Apps Testing,software,Volker Finger,712020:391f9e97-2260-49b8-8337-8824d0196357,,,Minor,,,,Ken Bunge,712020:cf1b4d06-95e7-4796-aaba-7b4643d817a2,Ken Bunge,712020:cf1b4d06-95e7-4796-aaba-7b4643d817a2,28/Nov/24 11:10 AM,15/Apr/25 11:06 AM,,,,0,,,,,Testcase for RDP cache the username for login,qa-srv22-nm1,Ken Bunge,Maximilian Arlt,,,712020:cf1b4d06-95e7-4796-aaba-7b4643d817a2,712020:b38e65b5-6304-4c81-9291-e1280bda6eea,,,,,,,0,,,,0,,,,QCAPPS-583,,,,,,QCAPPS-558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@536f34eb,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,Bestanden,,,,,,,,,,,RDP App has to be installed,,,,,,,,,,,,,,1|i01y1b:,,,,,,,,,Not Tested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-21 05:19:42.374,,,,,,21/Feb/25 6:19 AM;712020:b38e65b5-6304-4c81-9291-e1280bda6eea;You could add that the username is only present in the login window if the username was given once with cache-username enabled. otherwise the username-cache is empty.,,,,,,,,,,,,,Done,15/Apr/25 11:06 AM
QA | Test Case | RDP remote application,QCAPPS-558,153391,Test Case,Closed,QCAPPS,Apps Testing,software,Volker Finger,712020:391f9e97-2260-49b8-8337-8824d0196357,,,Minor,,,,Ken Bunge,712020:cf1b4d06-95e7-4796-aaba-7b4643d817a2,Ken Bunge,712020:cf1b4d06-95e7-4796-aaba-7b4643d817a2,28/Nov/24 10:57 AM,15/Apr/25 11:06 AM,,,,0,,,,,Testcase for RDP remote application,qa-srv22-nm1,Ken Bunge,Maximilian Arlt,,,712020:cf1b4d06-95e7-4796-aaba-7b4643d817a2,712020:b38e65b5-6304-4c81-9291-e1280bda6eea,,,,,,,0,,,,0,,,,QCAPPS-559,,,,,,QCAPPS-196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3c2891cc,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,Bestanden,,,,,,,,,,,RDP App has to be installed,,,,,,,,,,,,,,1|i01y0v:,,,,,,,,,Not Tested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-21 05:16:45.497,,,,,,21/Feb/25 6:16 AM;712020:b38e65b5-6304-4c81-9291-e1280bda6eea;It would be better to use ||notepad as the Remote Application. the “||” signals that the app is a published remote app. When not using the “||” it can lead to permission problems.,,,,,,,,,,,,,Done,15/Apr/25 11:06 AM
ACME | General Test,QCAPPS-555,153329,Test Case,Open,QCAPPS,Apps Testing,software,Volker Finger,712020:391f9e97-2260-49b8-8337-8824d0196357,,,Minor,,,,Ken Bunge,712020:cf1b4d06-95e7-4796-aaba-7b4643d817a2,Ken Bunge,712020:cf1b4d06-95e7-4796-aaba-7b4643d817a2,27/Nov/24 10:00 AM,02/Oct/25 2:10 PM,,,,0,OS11inQA,,,,"{color:#ff5630}*ATTENTION!*{color}

{color:#ff5630}Any changes made to this Test Case needs to be reflected in {color}[https://igel-jira.atlassian.net/browse/QCL-4730|https://igel-jira.atlassian.net/browse/QCL-4730|smart-link]{color:#ff5630}  too!{color}
{color:#ff5630}Both check the very same feature. This Test Case does cover the feature from the Apps perspective. The linked feature above covers it from the OS perspective. Test are made the same way but keep the perspective in mind while digging for bugs.{color}



How to ACME:

Automatic Certificate Management Environment Client (ACME) for IGEL OS  to deploy device certificates using ACME instead of using SCEP.

For the moment we are using the dev environment - bookworm-acme.scepandmore.test.

For questions regarding the environment please reach out to Anton Womela.

Get root-ca (CA attached below) and copy it to the desired device into /wfs/ca-certs/ - *make sure to set the permissions accordingly!* 

Go to the Registry system.network.acmeclient 

* enable the service
* enter the path for the root-ca in “cabundle”
* enter server url - [https://acme.scepandmore.test:44433/acme/acme/|https://my-stepca.example.com/acme/acme/directory]directory
* enter E-Mail address

Under /wfs/acme_certificates/default ( default when not edited in registry) a certificate should be added.

To check the content of the certificate → openssl x509 -noout -test -in client.cert -text

For the renewal of a certificate 2 prerequisites are to be fulfilled
Certificate renewal period must be set to 31 days. ACME will use the existing client certificate as a reference. This configuration means, it will renewal the client certificate x (or 31 in our case) days before expiration of the current certificate.
It will check for the expiration of an certificate in intervals configured in the configuration “Certificate expiry check interval (days)”. The GUI and the registry will only allow to configure whole numbers. Therefore we use the following command to accelerate the process:
_setparam app.acme_client.checkinterval 0.00694_ (which is roundabout 10 mins)
With _get app.acme_client.cert0.checkinterval_ we can check if the parameter before was successfully applied.
With the command _kill_postsetupd ; write_rmsettings_ we kill the already configured day and time setting of ACME and force it to run again with the newly configured interval of 10mins



*Additional Information*

* Device is managed by Daniel Willer’s UMS
* Test cannot be performed outside the office
* Device is set up at the Confexx work station
Its a H830C | INT-0088
Port 8 of the Cisco Switch is configured to be used for this Test Case",,Ken Bunge,,,,712020:cf1b4d06-95e7-4796-aaba-7b4643d817a2,,,,,,,,,,,,,,,,,,,,,,QCL-4730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/Nov/24 10:00 AM;bunge;root_ca.crt;https://igel-jira.atlassian.net/rest/api/3/attachment/content/125041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2fd8320a,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,Nicht getestet,,,,,,,,,,,,,,,,,,,,,,,,,1|i01xnr:,,,,,,,,,Not Tested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicht getestet,,,,,,,,,,,,,,,,To Do,10/Mar/25 10:17 AM
QA | Test Case | TigerVNC,QCAPPS-551,153254,Test Case,Closed,QCAPPS,Apps Testing,software,Volker Finger,712020:391f9e97-2260-49b8-8337-8824d0196357,,,Minor,,,,Ken Bunge,712020:cf1b4d06-95e7-4796-aaba-7b4643d817a2,Ken Bunge,712020:cf1b4d06-95e7-4796-aaba-7b4643d817a2,25/Nov/24 1:27 PM,05/Nov/25 5:44 PM,,,,0,,,,,Check TigerVNC App,The log-in details have been added to 1pass: [https://start.1password.com/open/i?a=XTGNKEMMWBFKBKDUJFWDMNXMDA&v=cdkcgsruikjypbuzjz5lrqszay&i=bie7t7kvxllfcs23kkgxxcils4&h=igel.1password.eu|https://start.1password.com/open/i?a=XTGNKEMMWBFKBKDUJFWDMNXMDA&v=cdkcgsruikjypbuzjz5lrqszay&i=bie7t7kvxllfcs23kkgxxcils4&h=igel.1password.eu|smart-link],Ken Bunge,,,,712020:cf1b4d06-95e7-4796-aaba-7b4643d817a2,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@51c6c99f,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,Bestanden,,,,,,,,,,,,,,,,,,,,,,,,,1|i01x7r:,,,,,,,,,Not Tested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicht getestet,,,,,,,,,,,,,,,,Done,05/Nov/25 5:44 PM
Kerberos Logon  & Auto Logon with predefined credentials,QCL-4732,153193,Test Case,Open,QCL,Linux Testing,software,Volker Finger,712020:391f9e97-2260-49b8-8337-8824d0196357,,,Minor,,,,Mustafa Özkan,712020:9bb1c727-f244-4c52-b026-bcdbae588385,Mustafa Özkan,712020:9bb1c727-f244-4c52-b026-bcdbae588385,22/Nov/24 11:24 AM,04/Feb/26 10:26 AM,,,,0,,,,,"h2. Acceptance Criteria

* logon via ad login is possible
* setup → Screenlock / Screensaver → Options → Hide username, hide username in lockscreen 
* it is possible to specify user name and password for AD auto logon in setup
* if AD auto logon is specified, endpoint boots into desktop and has according Kerberos ticket available
* check Kerberos ticket: open shell as user and issue command klist
* if logon fails, logon is retried a configurable amount of attempts with a configurable delay before next retry",,Mustafa Özkan,,,,712020:9bb1c727-f244-4c52-b026-bcdbae588385,,,,,,,,,,,,,,,,QCL-5783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@600ad59b,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,Nicht getestet,,,,,,,,,,,,,,,,,,,,,,,,,1|i01wv3:,,,,,,,,,Not Tested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicht getestet,,,,,,,,,,,,,,,,To Do,10/Mar/25 10:17 AM
Microsoft Intune | General Test,QCAPPS-548,153019,Test Case,Open,QCAPPS,Apps Testing,software,Volker Finger,712020:391f9e97-2260-49b8-8337-8824d0196357,,,Minor,,,,Ken Bunge,712020:cf1b4d06-95e7-4796-aaba-7b4643d817a2,Ken Bunge,712020:cf1b4d06-95e7-4796-aaba-7b4643d817a2,19/Nov/24 1:56 PM,30/Mar/26 2:27 PM,,,,0,,,,,Check Microsoft Intune,"user: [daniel@virtualbrat.com|mailto:daniel@virtualbrat.com]
password: trrrUSv5xWEj
otp_secret: rrrnsnsgcl7yv6ld

generate 6-digit TOPT for MFA with (needs a linux machine with oathtool deb package installed) :

{noformat}oathtool -b --totp rrrnsnsgcl7yv6ld{noformat}



*Preparations*

Install current Edge Browser App
Install curent Microsoft Intune App

Oathtool is installed on qa-confexx-deb12

sudo apt update
sudo apt upgrade
sudo apt install oathtool gnupg2

debian VM: qa-confexx-deb12",Ken Bunge,,,,712020:cf1b4d06-95e7-4796-aaba-7b4643d817a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APPS-4064,APPS-4065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@46a59658,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,Bestanden,,,,,,,,,,,"Install current Edge Browser App
Install curent Microsoft Intune App

Oathtool is installed on qa-confexx-deb12

sudo apt update
sudo apt upgrade
sudo apt install oathtool gnupg2

debian VM: qa-confexx-deb12",,,,,,,,,,,,,,1|i01vx3:,,,,,,,,,Not Tested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicht getestet,,,,,,,,,,,,,,,,To Do,10/Mar/25 10:17 AM
[Base] | ACME,QCL-4730,152983,Test Case,Open,QCL,Linux Testing,software,Volker Finger,712020:391f9e97-2260-49b8-8337-8824d0196357,,,Minor,,,,Dominik Finger,712020:f2524417-3808-4ec8-a0ad-3b2596a88014,Dominik Finger,712020:f2524417-3808-4ec8-a0ad-3b2596a88014,18/Nov/24 2:50 PM,29/Aug/25 12:56 PM,,,,0,OS11inQA,,,,"{color:#ff5630}*ATTENTION!*{color}

{color:#ff5630}Any changes made to this Test Case needs to be reflected in {color}[https://igel-jira.atlassian.net/browse/QCAPPS-555|https://igel-jira.atlassian.net/browse/QCAPPS-555|smart-link]{color:#ff5630} too!{color}
{color:#ff5630}Both check the very same feature. This Test Case does cover the feature from the OS perspective. The linked feature above covers it from the Apps perspective. Test are made the same way but keep the perspective in mind while digging for bugs.{color}



How to ACME:

Automatic Certificate Management Environment Client (ACME) for IGEL OS  to deploy device certificates using ACME instead of using SCEP.

For the moment we are using the dev environment - bookworm-acme.scepandmore.test.

For questions regarding the environment please reach out to Anton Womela.

Get root-ca (CA attached below) and copy it to the desired device into /wfs/ca-certs/ - *make sure to set the permissions accordingly!*

Go to the Registry system.network.acmeclient

* enable the service
* enter the path for the root-ca in “cabundle”
* enter server url - [https://acme.scepandmore.test:44433/acme/acme/|https://my-stepca.example.com/acme/acme/directory]directory
* enter E-Mail address

Under /wfs/acme_certificates/default ( default when not edited in registry) a certificate should be added.

To check the content of the certificate → openssl x509 -noout -test -in client.cert -text

For the renewal of a certificate 2 prerequisites are to be fulfilled
Certificate renewal period must be set to 31 days. ACME will use the existing client certificate as a reference. This configuration means, it will renewal the client certificate x (or 31 in our case) days before expiration of the current certificate.
It will check for the expiration of an certificate in intervals configured in the configuration “Certificate expiry check interval (days)”. The GUI and the registry will only allow to configure whole numbers. Therefore we use the following command to accelerate the process:
_setparam app.acme_client.checkinterval 0.00694_ (which is roundabout 10 mins)
With _get app.acme_client.cert0.checkinterval_ we can check if the parameter before was successfully applied.
With the command _kill_postsetupd ; write_rmsettings_ we kill the already configured day and time setting of ACME and force it to run again with the newly configured interval of 10mins

 

*Additional Information*

* Device is managed by Daniel Willer’s UMS
* Test cannot be performed outside the office
* Device is set up at the Confexx work station
Its a H830C | INT-0088
Port 8 of the Cisco Switch is configured to be used for this Test Case",,User known,,,,unknown,,,,,,,,,,,,,,,,QCAPPS-555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/Nov/24 3:11 PM;dominik.finger;root_ca.crt;https://igel-jira.atlassian.net/rest/api/3/attachment/content/124719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@723e6e3c,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,Nicht getestet,,,,,,,,,,,,LXOS 7.x,OSC,,,,,,,,,,,,1|i01vqn:,,,,,,,,,Not Tested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicht getestet,,,,,,,,,,,,,,,,To Do,10/Mar/25 10:17 AM
QA | Testcase | TigerVNC Viewer,QCL-4729,152981,Test Case,Open,QCL,Linux Testing,software,Volker Finger,712020:391f9e97-2260-49b8-8337-8824d0196357,,,Minor,,,,Ken Bunge,712020:cf1b4d06-95e7-4796-aaba-7b4643d817a2,Ken Bunge,712020:cf1b4d06-95e7-4796-aaba-7b4643d817a2,18/Nov/24 2:37 PM,18/Nov/24 2:38 PM,,,,0,,,,,,,Ken Bunge,,,,712020:cf1b4d06-95e7-4796-aaba-7b4643d817a2,,,,,,,,,,,,,,,,,,,,,,QCL-3729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5df05d85,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,Nicht getestet,,,,,,,,,,,,LXOS 7.x,OSC,,,,,,,,,,,,1|i01vqf:,,,,,,,,,Not Tested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicht getestet,,,,,,,,,,,,,,,,To Do,10/Mar/25 10:17 AM
ACME,QCL-4728,152979,Test Case,Open,QCL,Linux Testing,software,Volker Finger,712020:391f9e97-2260-49b8-8337-8824d0196357,,,Minor,,,,Dominik Finger,712020:f2524417-3808-4ec8-a0ad-3b2596a88014,Dominik Finger,712020:f2524417-3808-4ec8-a0ad-3b2596a88014,18/Nov/24 2:33 PM,18/Nov/24 2:33 PM,,,,0,OS11inQA,,,,,scepandmore.test,User known,,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@686376c6,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,Nicht getestet,,,,,,,,,,,,LXOS 7.x,OSC,,,,,,,,,,,,1|i01vpz:,,,,,,,,,Not Tested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicht getestet,,,,,,,,,,,,,,,,To Do,10/Mar/25 10:17 AM
